product_name,overall_rating,review
JacknJewel Enchanting Yellow Gold Diamond 18K Yellow Gold 18 K Ring,3.34,"Decent quality, satisfied with the purchase."
Noble Faith Casual Sleeveless Embellished Women's Top,4.72,Excellent product! Highly recommended.
Fashionite Casual Short Sleeve Embellished Women's Top,3.57,"Good product, but could be better."
Buenos Dias Casual Short Sleeve Solid Women's Top,2.18,Has some flaws but works okay.
Sugar Her Casual Full Sleeve Solid Women's Top,2.18,"Average product, not worth the price."
Elisabetta Bartolli Party Sleeveless Solid Women's Top,3.31,Value for money but has some minor issues.
Ciemme 0.11 CT Fashion Forever Love Promise Yellow Gold Diamond 18 K Ring,4.85,Excellent product! Highly recommended.
Ciemme 0.09 CT Fashion Designer Women's Promise Yellow Gold Diamond 18 K Ring,4.64,Excellent product! Highly recommended.
Ciemme 0.11 CT Women's Designer Circle Flower Promise Yellow Gold Diamond 18 K Ring,5.0,Amazing experience using this. Will buy again!
Ciemme 0.09 CT Fancy Split Shank Women's Promise Yellow Gold Diamond 18 K Ring,4.56,Amazing experience using this. Will buy again!
Ciemme 0.08 CT Women's Circle Of Love Relation Promise Yellow Gold Diamond 18 K Ring,4.98,Loved it! Great quality and value for money.
Cation Casual Sleeveless Solid Women's Top,3.91,"Decent quality, satisfied with the purchase."
Ciemme 0.10 CT Sign OF True Love Women's Promise Yellow Gold Diamond 18 K Ring,3.29,"Decent quality, satisfied with the purchase."
Cation Casual Sleeveless Solid Women's Top,3.51,Value for money but has some minor issues.
Ciemme 0.11 CT Fashion Twisted Marquise Shape Women's Promise Yellow Gold Diamond 18 K Ring,4.02,Excellent product! Highly recommended.
Ciemme 0.11 CT Fashion Women's Flower Promise Yellow Gold Diamond 18 K Ring,4.11,Excellent product! Highly recommended.
Cation Casual Sleeveless Solid Women's Top,3.3,"Decent quality, satisfied with the purchase."
Cation Casual Sleeveless Solid Women's Top,3.47,Value for money but has some minor issues.
Cation Casual Sleeveless Solid Women's Top,2.73,Has some flaws but works okay.
BMS Lifestyle Wallet Case Cover for Apple ipad Mini 2,2.77,Has some flaws but works okay.
"Cation Casual Sleeveless, Short Sleeve Solid Women's Top",3.69,"Decent quality, satisfied with the purchase."
BMS Lifestyle Wallet Case Cover for Apple ipad Mini,4.62,Loved it! Great quality and value for money.
BMS Lifestyle Wallet Case Cover for Apple ipad Mini,3.31,Value for money but has some minor issues.
BMS Lifestyle Wallet Case Cover for Apple ipad Mini,4.78,Loved it! Great quality and value for money.
Cation Casual Short Sleeve Solid Women's Top,4.36,Loved it! Great quality and value for money.
BMS Lifestyle Wallet Case Cover for Apple ipad Mini,2.09,Not up to the mark. Expected better.
BMS Lifestyle Wallet Case Cover for Apple ipad Mini 2,4.03,Excellent product! Highly recommended.
BMS Lifestyle Wallet Case Cover for Apple ipad Mini 3,4.53,Amazing experience using this. Will buy again!
BMS Lifestyle Wallet Case Cover for Apple ipad Mini 2,3.89,"Decent quality, satisfied with the purchase."
BMS Lifestyle Book Cover for Apple iPad 2,3.33,Value for money but has some minor issues.
BMS Lifestyle Wallet Case Cover for Apple ipad Mini 3,2.93,Not up to the mark. Expected better.
BMS Lifestyle Wallet Case Cover for Apple ipad Mini 2,4.34,Excellent product! Highly recommended.
BMS Lifestyle Book Cover for Apple iPad 3,4.81,Excellent product! Highly recommended.
BMS Lifestyle Wallet Case Cover for Apple ipad Mini 3,3.6,Value for money but has some minor issues.
BMS Lifestyle Book Cover for Apple iPad 4,4.48,Loved it! Great quality and value for money.
BMS Lifestyle Wallet Case Cover for Apple ipad Mini 2,3.18,"Decent quality, satisfied with the purchase."
BMS Lifestyle Book Cover for Apple iPad 2,2.94,Not up to the mark. Expected better.
BMS Lifestyle Book Cover for Apple iPad 2,3.76,"Good product, but could be better."
Tantra Graphic Print Men's Round Neck T-Shirt,2.43,Has some flaws but works okay.
Cation Casual Sleeveless Solid Women's Top,2.35,"Average product, not worth the price."
Cation Casual Sleeveless Solid Women's Top,3.52,Value for money but has some minor issues.
Cation Casual Sleeveless Solid Women's Top,3.53,"Good product, but could be better."
Cation Casual Short Sleeve Solid Women's Top,3.77,"Good product, but could be better."
Cation Casual Short Sleeve Solid Women's Top,3.7,"Decent quality, satisfied with the purchase."
Cation Casual Sleeveless Solid Women's Top,4.57,Excellent product! Highly recommended.
"Cation Casual Short Sleeve, Sleeveless Solid Women's Top",4.99,Amazing experience using this. Will buy again!
"Cation Casual 3/4 Sleeve, Short Sleeve Solid Women's Top",2.43,"Average product, not worth the price."
Cation Casual Sleeveless Solid Women's Top,3.37,Value for money but has some minor issues.
Cation Casual Sleeveless Solid Women's Top,3.15,"Decent quality, satisfied with the purchase."
"Cation Casual Short Sleeve, Sleeveless Solid Women's Top",3.05,"Decent quality, satisfied with the purchase."
Cation Casual 3/4 Sleeve Solid Women's Top,4.78,Amazing experience using this. Will buy again!
Butterfly Wears Casual Short Sleeve Solid Women's Top,2.34,"Average product, not worth the price."
Leebonee Women's Leggings,2.44,Has some flaws but works okay.
Mast & Harbour Full Sleeve Solid Women's Jacket,2.44,"Average product, not worth the price."
Dewberries Formal 3/4 Sleeve Solid Women's Top,4.5,Excellent product! Highly recommended.
Dewberries Formal Short Sleeve Self Design Women's Top,5.0,Amazing experience using this. Will buy again!
"Limeberry Striped, Solid Women's Round Neck, V-neck T-Shirt",4.95,Loved it! Great quality and value for money.
No Code Party Full Sleeve Solid Women's Top,2.81,Not up to the mark. Expected better.
Rene Casual Short Sleeve Solid Women's Top,3.98,"Decent quality, satisfied with the purchase."
Miss Chase Casual Sleeveless Solid Women's Top,2.66,Not up to the mark. Expected better.
Miss Chase Casual Full Sleeve Solid Women's Top,4.13,Amazing experience using this. Will buy again!
Zink London Casual Short Sleeve Solid Women's Top,4.24,Excellent product! Highly recommended.
Kidzy Casuals Shoes,4.19,Excellent product! Highly recommended.
Meish Casual Short Sleeve Embellished Women's Top,3.07,"Good product, but could be better."
Van Heusen Casual Short Sleeve Embellished Women's Top,2.49,"Average product, not worth the price."
Meish Casual Short Sleeve Embellished Women's Top,3.26,"Good product, but could be better."
Pindia Casual Short Sleeve Embellished Women's Top,4.62,Loved it! Great quality and value for money.
CaratLane Twin Sparkle Gold Diamond 18 K Ring,3.84,Value for money but has some minor issues.
Feneto Women's Solid Casual Shirt,4.41,Excellent product! Highly recommended.
Feneto Women's Solid Casual Shirt,2.12,Not up to the mark. Expected better.
Qbee Women's Solid Casual Shirt,2.95,Not up to the mark. Expected better.
Beevee Printed Men's Three Fourths,3.26,"Decent quality, satisfied with the purchase."
Beevee Printed Men's Three Fourths,4.64,Amazing experience using this. Will buy again!
Akfoster Women's Leggings,3.91,"Decent quality, satisfied with the purchase."
Akfoster Women's Leggings,4.53,Excellent product! Highly recommended.
Akfoster Women's Leggings,2.58,Has some flaws but works okay.
Akfoster Women's Leggings,2.03,"Average product, not worth the price."
Akfoster Women's Leggings,4.78,Loved it! Great quality and value for money.
Akfoster Women's Leggings,4.21,Amazing experience using this. Will buy again!
Akfoster Women's Leggings,4.23,Amazing experience using this. Will buy again!
Akfoster Women's Leggings,3.11,Value for money but has some minor issues.
Zink London Casual Sleeveless Solid Women's Top,5.0,Amazing experience using this. Will buy again!
Zink London Casual Full Sleeve Printed Women's Top,4.0,Amazing experience using this. Will buy again!
Zink London Casual Short Sleeve Solid Women's Top,2.48,"Average product, not worth the price."
Zink London Casual Short Sleeve Solid Women's Top,1.0,Not as described. Waste of money.
Zink London Casual Short Sleeve Solid Women's Top,4.53,Amazing experience using this. Will buy again!
Today Fashion Casual 3/4 Sleeve Solid Women's Top,5.0,Excellent product! Highly recommended.
Highlander Men's Solid Casual Shirt,2.0,"Average product, not worth the price."
Highlander Men's Printed Casual Shirt,5.0,Loved it! Great quality and value for money.
MK Teddy Minion double eye  - 35 cm,3.7,Value for money but has some minor issues.
WearYourShine by PCJ The Charles Gold Diamond 18 K Ring,4.09,Excellent product! Highly recommended.
Highlander Men's Printed Casual Shirt,2.96,Not up to the mark. Expected better.
Highlander Men's Printed Casual Shirt,2.57,Has some flaws but works okay.
Highlander Men's Printed Casual Shirt,3.35,"Decent quality, satisfied with the purchase."
WearYourShine by PCJ The Hyun Gold Diamond 18 K Ring,2.83,Has some flaws but works okay.
Imbindass Printed Men's Round Neck T-Shirt,3.51,"Good product, but could be better."
Imbindass Printed Men's Round Neck T-Shirt,5.0,Amazing experience using this. Will buy again!
Imbindass Printed Men's Round Neck T-Shirt,4.75,Loved it! Great quality and value for money.
Imbindass Printed Men's Round Neck T-Shirt,2.33,Not up to the mark. Expected better.
Imbindass Printed Men's Round Neck T-Shirt,2.32,"Average product, not worth the price."
Imbindass Printed Men's Round Neck T-Shirt,4.67,Excellent product! Highly recommended.
Imbindass Printed Men's Round Neck T-Shirt,4.13,Amazing experience using this. Will buy again!
Leo Clothing Printed Men's Round Neck T-Shirt,2.66,"Average product, not worth the price."
Priknit Full Sleeve Solid Men's Jacket,4.78,Excellent product! Highly recommended.
Priknit Full Sleeve Solid Men's Jacket,3.25,"Decent quality, satisfied with the purchase."
Priknit Full Sleeve Solid Men's Jacket,4.27,Excellent product! Highly recommended.
Pulpypapaya Sleeveless Printed Men's Jacket,3.88,Value for money but has some minor issues.
Jogur Full Sleeve Solid Men's Jacket,2.69,Not up to the mark. Expected better.
Sports 52 Wear Full Sleeve Solid Men's Jacket,4.05,Excellent product! Highly recommended.
The Curve Full Sleeve Solid Men's Quilted Jacket,2.01,Has some flaws but works okay.
FabAlley Casual Sleeveless Solid Women's Top,4.87,Excellent product! Highly recommended.
FabAlley Casual Sleeveless Solid Women's Top,4.93,Loved it! Great quality and value for money.
FabAlley Casual Full Sleeve Solid Women's Top,4.86,Loved it! Great quality and value for money.
Pannkh Self Design Single Breasted Casual Women's Blazer,3.05,"Good product, but could be better."
Jacknjewel Enchanting White Gold Diamond 18 K Ring,4.55,Excellent product! Highly recommended.
Pannkh Printed Single Breasted Casual Women's Blazer,4.37,Loved it! Great quality and value for money.
Pannkh Printed Single Breasted Casual Women's Blazer,4.47,Loved it! Great quality and value for money.
Chimp Graphic Print Men's Round Neck T-Shirt,2.1,"Average product, not worth the price."
Chimp Graphic Print Men's Round Neck T-Shirt,3.07,"Good product, but could be better."
Chimp Graphic Print Men's Round Neck T-Shirt,2.86,"Average product, not worth the price."
Chimp Graphic Print Men's Round Neck T-Shirt,2.09,Not up to the mark. Expected better.
Chimp Graphic Print Men's Round Neck T-Shirt,4.59,Loved it! Great quality and value for money.
WearYourShine by PCJ The Brietta Gold Diamond 18 K Ring,4.12,Loved it! Great quality and value for money.
"Royal Diamond Jewellery Charisma Gold, Yellow Gold Diamond Yellow Gold 14 K Ring",4.0,Loved it! Great quality and value for money.
Wrangler Solid Turtle Neck Casual Men's Sweater,2.55,"Average product, not worth the price."
Alluring Silver Swarovski Crystal Ring,3.35,"Good product, but could be better."
WearYourShine by PCJ The Nitza Diamond Gold Diamond Yellow Gold 18 K Ring,1.0,Terrible product! Do not buy.
WearYourShine by PCJ The Ramizah Diamond Gold Diamond Yellow Gold 18 K Ring,2.05,Not up to the mark. Expected better.
ALLURING Silver Swarovski Crystal Rhodium NA K Ring,4.61,Loved it! Great quality and value for money.
Alluring Silver Swarovski Crystal Rhodium Ring,2.01,"Average product, not worth the price."
ACM Pouch for Oneplus One,3.72,"Good product, but could be better."
Metro Active Casual Shoes,2.68,"Average product, not worth the price."
CaratLane Cara Cluster Gold Diamond 18 K Ring,3.74,"Decent quality, satisfied with the purchase."
Teen Tees Graphic Print Men's Round Neck T-Shirt,3.19,Value for money but has some minor issues.
"TSG Breeze Casual Sleeveless, Short Sleeve Solid Women's Top",4.52,Loved it! Great quality and value for money.
"TSG Breeze Casual Sleeveless, Short Sleeve Solid Women's Top",2.8,Not up to the mark. Expected better.
Bebo Casual Full Sleeve Solid Women's Top,2.03,Not up to the mark. Expected better.
Meish Casual Full Sleeve Embellished Women's Top,3.32,"Decent quality, satisfied with the purchase."
Chkokko Party Short Sleeve Solid Women's Top,4.95,Amazing experience using this. Will buy again!
"SFDS Casual, Party, Wedding 3/4 Sleeve Solid Women's Top",2.58,Not up to the mark. Expected better.
Silver Streak Men's Printed Casual Shirt,3.75,Value for money but has some minor issues.
Highlander Men's Printed Casual Shirt,4.69,Excellent product! Highly recommended.
Yepme Full Sleeve Solid Men's Jacket,2.49,Not up to the mark. Expected better.
Yepme Full Sleeve Solid Men's Jacket,2.31,Has some flaws but works okay.
Yepme Full Sleeve Solid Men's Jacket,4.58,Excellent product! Highly recommended.
Yepme Full Sleeve Solid Men's Jacket,3.99,"Decent quality, satisfied with the purchase."
Yepme Sleeveless Solid Men's Jacket,3.28,"Good product, but could be better."
Yepme Sleeveless Solid Men's Jacket,3.61,"Good product, but could be better."
Yepme Sleeveless Solid Men's Jacket,4.93,Excellent product! Highly recommended.
Jahnavi'S Universe Casual Sleeveless Printed Women's Top,4.05,Loved it! Great quality and value for money.
Kaxiaa Casual Sleeveless Printed Women's Top,4.09,Amazing experience using this. Will buy again!
Parinita Casual Sleeveless Printed Women's Top,3.53,"Decent quality, satisfied with the purchase."
BlueStone Exquisite Tulip Rose Gold Diamond 14 K Ring,2.86,Has some flaws but works okay.
Pepito Full Sleeve Printed Boy's Sweatshirt,4.45,Excellent product! Highly recommended.
Pepito Full Sleeve Printed Boy's Sweatshirt,2.15,Has some flaws but works okay.
Hypernation Casual Sleeveless Printed Women's Top,2.83,"Average product, not worth the price."
Co.in Casual Sleeveless Printed Women's Top,4.41,Loved it! Great quality and value for money.
Wrangler Solid V-neck Casual Men's Sweater,3.23,"Good product, but could be better."
Okane Full Sleeve Solid Men's Jacket,3.51,Value for money but has some minor issues.
The Vanca Sleeveless Self Design Men's Jacket,4.77,Excellent product! Highly recommended.
The Vanca Sleeveless Solid Men's Jacket,4.56,Amazing experience using this. Will buy again!
FabAlley Casual Sleeveless Solid Women's Top,4.56,Excellent product! Highly recommended.
NU9 Sleeveless Solid Men's Jacket,4.9,Loved it! Great quality and value for money.
Mr Button Full Sleeve Solid Men's Linen Jacket,2.66,Not up to the mark. Expected better.
Rasav Jewels White Gold Diamond 18K White Gold 18 K Ring,2.2,Not up to the mark. Expected better.
WearYourShine by PCJ The Xaria Gold Diamond 18 K Ring,3.7,Value for money but has some minor issues.
Akfoster Women's Leggings,3.81,Value for money but has some minor issues.
Akfoster Women's Leggings,2.77,Not up to the mark. Expected better.
Akfoster Women's Leggings,2.7,"Average product, not worth the price."
"One Femme Formal, Party, Wedding Full Sleeve Solid Women's Top",4.83,Excellent product! Highly recommended.
"Stylestone Formal, Casual, Party 3/4 Sleeve Solid Women's Top",2.4,"Average product, not worth the price."
Kaaryah Formal 3/4 Sleeve Solid Women's Top,4.33,Amazing experience using this. Will buy again!
"One Femme Formal, Party Full Sleeve Solid Women's Top",2.37,Has some flaws but works okay.
"One Femme Formal, Party Full Sleeve Solid Women's Top",3.22,Value for money but has some minor issues.
Akfoster Women's Leggings,3.91,"Decent quality, satisfied with the purchase."
Akfoster Women's Leggings,3.37,"Decent quality, satisfied with the purchase."
Craftter Elephant Square Wall Lamp,3.73,Value for money but has some minor issues.
Craftter Flying Butterfly Square Wall Lamp,5.0,Loved it! Great quality and value for money.
La Isla Women Heels,4.1,Excellent product! Highly recommended.
Popnetic Casual Sleeveless Solid Women's Top,3.02,"Decent quality, satisfied with the purchase."
Popnetic Casual Short Sleeve Solid Women's Top,1.0,Terrible product! Do not buy.
Popnetic Casual Short Sleeve Solid Women's Top,4.34,Amazing experience using this. Will buy again!
TeesTadka Casual Sleeveless Solid Women's Top,4.75,Loved it! Great quality and value for money.
Bhane Casual Sleeveless Solid Women's Top,3.47,"Good product, but could be better."
Western Route Casual Sleeveless Solid Women's Top,3.33,"Good product, but could be better."
Dressberry Casual Sleeveless Solid Women's Top,2.62,"Average product, not worth the price."
Fieesta Plaza Analog 32 cm Dia Wall Clock,2.97,Not up to the mark. Expected better.
Fieesta Plaza Analog 32 cm Dia Wall Clock,2.21,"Average product, not worth the price."
Fieesta Plaza Analog Wall Clock,4.58,Excellent product! Highly recommended.
Avenue Analog Wall Clock,5.0,Loved it! Great quality and value for money.
Fieesta Plaza Analog 28 cm Dia Wall Clock,3.47,"Good product, but could be better."
"Sparkle Street Brass, Enamel Bangle Set",5.0,Excellent product! Highly recommended.
Sparkle Street Alloy Bangle Set,2.39,Has some flaws but works okay.
Sparkle Street Alloy Bangle Set,4.76,Excellent product! Highly recommended.
Sloper Regular Fit Men's Trousers,3.04,"Good product, but could be better."
"Vivre Jewels Silver Sapphire, Cubic Zirconia Ring",2.81,Not up to the mark. Expected better.
Amari West Casual Sleeveless Solid Women's Top,2.35,Has some flaws but works okay.
GB Jewellery Artistic Alloy Cubic Zirconia Yellow Gold Ring,3.47,"Decent quality, satisfied with the purchase."
Van Heusen Casual Sleeveless Solid Women's Top,2.02,Has some flaws but works okay.
GB Jewellery Luxurious Alloy Cubic Zirconia Yellow Gold Ring,4.89,Loved it! Great quality and value for money.
"Stylestone Casual, Formal, Lounge Wear, Beach Wear, Party Full Sleeve Solid Women's Top",2.21,Not up to the mark. Expected better.
GB Jewellery Charming Alloy Cubic Zirconia Yellow Gold Ring,2.37,Not up to the mark. Expected better.
My Addiction Casual Full Sleeve Solid Women's Top,2.32,"Average product, not worth the price."
GB Jewellery Distinguished Alloy Cubic Zirconia Yellow Gold Ring,3.56,"Good product, but could be better."
Eldora Alloy Cubic Zirconia Yellow Gold Ring,2.15,Has some flaws but works okay.
Wellworth Women Heels,3.01,Value for money but has some minor issues.
La Isla Women Heels,4.39,Loved it! Great quality and value for money.
La Isla Women Heels,2.87,Has some flaws but works okay.
La Isla Women Heels,2.18,Has some flaws but works okay.
Rialto Women Heels,3.59,"Good product, but could be better."
Cation Casual Sleeveless Self Design Women's Top,4.56,Loved it! Great quality and value for money.
Megha Casual Sleeveless Self Design Women's Top,3.65,"Good product, but could be better."
Chikbird Casual Sleeveless Self Design Women's Top,4.26,Amazing experience using this. Will buy again!
Gloria Casual Sleeveless Self Design Women's Top,4.45,Loved it! Great quality and value for money.
Arrow Casual Sleeveless Self Design Women's Top,4.31,Amazing experience using this. Will buy again!
Goodwill Impex Casual Sleeveless Self Design Women's Top,2.71,Has some flaws but works okay.
Rasav Jewels White Gold Diamond 18K White Gold 18 K Ring,3.25,"Decent quality, satisfied with the purchase."
Fila Solid Men's Three Fourths,4.53,Excellent product! Highly recommended.
Vector X Fusion White Blue Football Shoes,2.59,"Average product, not worth the price."
Asaba Regular Fit Men's Trousers,3.3,Value for money but has some minor issues.
Lee Marc Slim Fit Men's Trousers,2.11,Has some flaws but works okay.
Hartmann Slim Fit Men's Trousers,4.91,Amazing experience using this. Will buy again!
Reebok Solid Men's Track Suit,4.93,Excellent product! Highly recommended.
dongli Night Suit Boy's  Combo,4.39,Excellent product! Highly recommended.
Sifty Collection Acrylic Painting,4.91,Amazing experience using this. Will buy again!
dongli Night Suit Boy's  Combo,2.77,Has some flaws but works okay.
dongli Night Suit Boy's  Combo,4.03,Excellent product! Highly recommended.
OOBINNO Half Full Glass Digital Reprint Painting,4.41,Amazing experience using this. Will buy again!
Mast & Harbour Solid Single Breasted Casual Women's Blazer,3.02,Value for money but has some minor issues.
CarReflection Black Fabric Car Pillow Cushion for Ford,3.61,"Decent quality, satisfied with the purchase."
Royal Enfield Men's Graphic Print Bandana,2.39,"Average product, not worth the price."
CarReflection Black Fabric Car Pillow Cushion for Maruti Suzuki,2.74,Has some flaws but works okay.
INDIRANG Baby Girl's Pyjama,2.1,Not up to the mark. Expected better.
Lab No. 4 Analog 30 cm Dia Wall Clock,4.97,Excellent product! Highly recommended.
"Transtal 'Triangle Lean' Corner 9"" Acrylic Wall Shelf",3.3,"Decent quality, satisfied with the purchase."
nayasa whip 1200 ml Bottle,3.8,"Good product, but could be better."
Embellish outfits Embroidered Women's Straight Kurta,3.61,Value for money but has some minor issues.
ADDICTION Floral Print Women's Straight Kurta,3.39,"Good product, but could be better."
"Transtal 'Triangle' Corner 8"" Acrylic Wall Shelf",4.46,Loved it! Great quality and value for money.
MAC 8 Colors Blusher,2.74,"Average product, not worth the price."
SHANY Fuchsia 6 Color Blush Palette,2.19,Has some flaws but works okay.
nayasa whip 1200 ml Bottle,3.68,"Good product, but could be better."
Sushito Men,2.35,"Average product, not worth the price."
ADDICTION Floral Print Women's Straight Kurta,2.84,"Average product, not worth the price."
R&Mshoppee MDF Wall Shelf,2.25,Not up to the mark. Expected better.
"Transtal 'V' Edge 10"" Acrylic Wall Shelf",2.83,"Average product, not worth the price."
E.L.F Blush,2.47,Has some flaws but works okay.
Fellowes  Office Set,4.27,Loved it! Great quality and value for money.
Shaftesbury London Men's Solid Formal Shirt,4.28,Loved it! Great quality and value for money.
Stylenara Men's Solid Casual Shirt,3.59,"Good product, but could be better."
Shaftesbury London Men's Solid Formal Shirt,3.25,"Decent quality, satisfied with the purchase."
Shaftesbury London Men's Solid Formal Shirt,4.37,Amazing experience using this. Will buy again!
Stylenara Men's Solid Casual Shirt,2.42,Not up to the mark. Expected better.
Embellish outfits Graphic Print Women's Straight Kurta,3.12,"Good product, but could be better."
Shaftesbury London Men's Solid Formal Shirt,4.24,Loved it! Great quality and value for money.
ADDICTION Floral Print Women's Straight Kurta,3.88,"Good product, but could be better."
Shaftesbury London Men's Striped Formal Shirt,3.72,Value for money but has some minor issues.
Shaftesbury London Men's Solid Formal Shirt,4.39,Excellent product! Highly recommended.
Goldcave Plastic Wall Shelf,3.8,"Good product, but could be better."
posterchacha Ishita Personalised Custom Name Happy Birthday Gift Tea And Coffee  For Gift Use Ceramic Mug,2.67,"Average product, not worth the price."
Handiana Solid Wood Dining Set,3.24,Value for money but has some minor issues.
Newgen Tech NGT-38 Sim Adapter,3.63,Value for money but has some minor issues.
Anuradha Art Designer Brooch,4.43,Amazing experience using this. Will buy again!
Handiana Solid Wood Dining Set,3.33,"Good product, but could be better."
Scion Floral Saree Pin Quilling Brooch,4.06,Loved it! Great quality and value for money.
Anuradha Art Stylish Designer Brooch,2.63,"Average product, not worth the price."
misshruts An Emerald Brooch Brooch,2.62,Has some flaws but works okay.
Anuradha Art Designer Brooch,2.24,Not up to the mark. Expected better.
Handiana Solid Wood Dining Set,3.48,Value for money but has some minor issues.
"NITGEN Hamster - DX Time & Attendance, Access Control, Door Locks",2.75,"Average product, not worth the price."
"NITGEN eNBioAccess T5-HID Time & Attendance, Access Control, Door Locks",3.98,"Decent quality, satisfied with the purchase."
"NITGEN Fingkey Access Plus-HID Time & Attendance, Access Control, Door Locks",3.01,"Decent quality, satisfied with the purchase."
KoldFire Whirpool AC 25 Compatible Remote Controller + AA/AAA Battery Remote Controller,4.97,Loved it! Great quality and value for money.
Buyer's Beach BB331,3.86,Value for money but has some minor issues.
rainfun Printed Girl's Raincoat,3.47,"Good product, but could be better."
"Curren Nx Blue Dial Stiched Strap Analog Watch  - For Men, Boys",2.81,Not up to the mark. Expected better.
Kosher Kadhai 1 L,2.99,"Average product, not worth the price."
Alda 3 Ply SS Lid Pan 26 cm diameter,5.0,Excellent product! Highly recommended.
Caprese Satchel,3.98,"Decent quality, satisfied with the purchase."
Kosher Kadhai 1.4 L,2.72,Not up to the mark. Expected better.
Kosher Pan 20 cm diameter,2.19,"Average product, not worth the price."
Kosher Pot 5 L,4.67,Excellent product! Highly recommended.
Authentic Vogue Women Flats,2.63,Not up to the mark. Expected better.
F Factor by Pantaloons Men's Solid Formal Shirt,2.93,Has some flaws but works okay.
Baaamboos Men's Solid Formal Shirt,2.23,Has some flaws but works okay.
Blackberrys Men's Solid Formal Shirt,2.7,Has some flaws but works okay.
Do Bhai Women Flats,5.0,Amazing experience using this. Will buy again!
Richworth Men's Solid Formal Shirt,4.03,Loved it! Great quality and value for money.
Smugglerzinc Solid Men's Polo Neck T-Shirt,3.2,Value for money but has some minor issues.
Scorpion Solid Men's Polo Neck T-Shirt,2.08,"Average product, not worth the price."
Authentic Vogue Women Flats,4.11,Loved it! Great quality and value for money.
Assort Women Flats,3.55,"Good product, but could be better."
Authentic Vogue Women Flats,3.6,"Good product, but could be better."
Scorpion Solid Men's Polo Neck T-Shirt,2.7,Has some flaws but works okay.
Baaamboos Men's Solid Formal Shirt,3.25,Value for money but has some minor issues.
Villagsio Solid Men's Polo Neck T-Shirt,3.33,"Decent quality, satisfied with the purchase."
Fuschia Pure Neem,3.63,"Decent quality, satisfied with the purchase."
Bagsy Malone Hand-Held Bag,1.0,Very disappointed. Poor quality.
Clovia Non Padded Women's Full Coverage Bra,4.45,Excellent product! Highly recommended.
Vox Pop Printed Men's Round Neck T-Shirt,3.93,"Decent quality, satisfied with the purchase."
Baaamboos Men's Solid Formal Shirt,2.31,Has some flaws but works okay.
Clovia Women's Plunge Bra,2.55,"Average product, not worth the price."
Italian Comfit Women Heels,2.94,Not up to the mark. Expected better.
Baklol Printed Men's Round Neck T-Shirt,5.0,Amazing experience using this. Will buy again!
Channel Nine Pack of 2 Women's Tube Bra,4.69,Excellent product! Highly recommended.
HP 15-ac116TX (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10/ 2GB Graph) (N8M19PA),5.0,Amazing experience using this. Will buy again!
HP 15-ac121tu (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10) (N8M17PA),4.5,Loved it! Great quality and value for money.
Puma Men's Striped Casual Shirt,4.5,Amazing experience using this. Will buy again!
Baaamboos Men's Solid Formal Shirt,3.62,Value for money but has some minor issues.
Baaamboos Men's Solid Formal Shirt,2.31,Has some flaws but works okay.
SayItLoud Printed Men's Round Neck T-Shirt,5.0,Amazing experience using this. Will buy again!
Foot Candy Women Heels,4.55,Excellent product! Highly recommended.
Bralux Dolly Women's T-Shirt Bra,4.67,Excellent product! Highly recommended.
Black Wing Graphic Print Men's V-neck T-Shirt,3.01,"Good product, but could be better."
baaamboos Men's Solid Formal Shirt,3.31,"Good product, but could be better."
Dressberry Women Heels,2.7,"Average product, not worth the price."
AutoKraftZ Silicone Car Bumper Guard,4.84,Loved it! Great quality and value for money.
Whistle Solid Men's Round Neck T-Shirt,4.49,Excellent product! Highly recommended.
Silco Camo Explosive Bass Wired Headphones,3.37,"Decent quality, satisfied with the purchase."
Da Intimo Seamless Women's T-Shirt Bra,3.38,"Decent quality, satisfied with the purchase."
Kielz Women Heels,2.39,Not up to the mark. Expected better.
Nell Women Heels,4.74,Amazing experience using this. Will buy again!
Clovia Non Padded Women's Plunge Bra,4.33,Loved it! Great quality and value for money.
Whistle Solid Men's Round Neck T-Shirt,4.0,Excellent product! Highly recommended.
"Deep Under Maximum Women's Full Coverage, T-Shirt Bra",4.03,Excellent product! Highly recommended.
Shoe Centre Women Heels,3.85,"Decent quality, satisfied with the purchase."
4thneed Solid Men's Polo T-Shirt,5.0,Loved it! Great quality and value for money.
Planet Superheroes Graphic Print Men's V-neck T-Shirt,2.62,Has some flaws but works okay.
Clovia Cotton Non Padded Non Wired In Nude Women's Full Coverage Bra,2.86,"Average product, not worth the price."
Nell Women Heels,4.64,Excellent product! Highly recommended.
Baklol Printed Men's Round Neck T-Shirt,5.0,Amazing experience using this. Will buy again!
Bracotair Pro Women's Full Coverage Bra,3.86,"Decent quality, satisfied with the purchase."
Liza Women Heels,2.3,"Average product, not worth the price."
Baklol Printed Men's Round Neck T-Shirt,5.0,Loved it! Great quality and value for money.
Bralux Trishna Women's Full Coverage Bra,2.53,"Average product, not worth the price."
Liza Women Heels,3.37,"Decent quality, satisfied with the purchase."
DNA Graphic Print Men's Round Neck T-Shirt,5.0,Amazing experience using this. Will buy again!
Docare Women's Sports Bra,1.0,Not as described. Waste of money.
FatDuck Women Heels,4.37,Loved it! Great quality and value for money.
